year,athlete_id,player,team,ppa_per_dropback,total_ppa_pass
2022,4433886,Tate Rodemaker,Florida State,0.048,1.766
2022,4433932,Mike Wright,Vanderbilt,0.384,44.932
2022,4433970,J.J. McCarthy,Michigan,0.422,138.105
2022,4433971,Kyle McCord,Ohio State,0.633,12.664
2022,4565187,Jalen Kitna,Florida,0.377,5.282
2022,4565189,Cam Ransom,McNeese,0.21,1.47
2022,4565303,Katravis Marsh,South Florida,0.169,19.483
2022,4565315,Blake Shapen,Baylor,0.28,101.137
2022,4565355,Dexter Williams II,Indiana,-0.34,-15.312
2022,4565358,Hunter Dekkers,Iowa State,0.28,125.734
2022,4565552,Deacon Hill,Wisconsin,-0.11,-0.11
2022,4565892,Navy Shuler,Tennessee,NA,0
2022,4567031,Michael Kern,Wake Forest,0.008,0.032
2022,4567097,Taulia Tagovailoa,Maryland,0.336,138.509
2022,4567106,Stone Hollenbach,Western Michigan,-0.372,-1.488
2022,4567149,KJ Jefferson,Arkansas,0.486,150.765
2022,4567241,Kinkead Dent,Ole Miss,-0.156,-0.779
2022,4567501,Sheldon Layman,Austin Peay,0.229,2.287
2022,4567707,Grayson James,Florida International,0.229,63.836
2022,4567747,Garrett Nussmeier,LSU,0.456,39.181
2022,4567748,Sam Huard,Washington,-0.351,-1.052
2022,4568336,Zach Gibson,Georgia Tech,0.082,9.14
2022,4568411,Cornelious Brown,UT Martin,-0.252,-3.026
2022,4568526,Maasai Maynor,Navy,0.646,9.688
2022,4569119,Chris Herron,Prairie View A&M,0.757,22.72
2022,4569184,Trenton Bourguet,Arizona State,0.434,87.699
2022,4569193,Ethan Long,Abilene Christian,0.258,24.99
2022,4569535,Jacob Clark,Missouri State,0.452,4.973
2022,4569598,Dylan Morris,Washington,0.55,8.799
2022,4569619,J.P. Andrade,Jackson State,-0.149,-1.195
2022,4570057,Cole Snyder,Buffalo,0.311,126.762
2022,4570245,Jake Simmons,Robert Morris,0.284,2.56
2022,4570259,Daniel Richardson,Central Michigan,0.191,63.954
2022,4570292,Jai'ave Magalei,East Texas A&M,-0.199,-3.587
2022,4570554,Chandler Rogers,UL Monroe,0.208,39.651
2022,4570673,Connor Jordan,St. Thomas (MN),0.431,4.307
2022,4570840,Jonah O'Brien,Eastern Illinois,0.202,20.249
2022,4570905,Kris Brown,Montana,-0.027,-0.93
2022,4570957,Alec Lewis,Northern Colorado,-1.547,-3.093
2022,4571027,Nathan West,Portland State,-0.072,-1.36
2022,4571053,Aidan Gilman,Brown,-0.002,-0.086
2022,4571184,Justin Miller,Southern Utah,0.447,80.871
2022,4571272,Nick Howard,Dartmouth,0.461,11.526
2022,4571293,Miles Hastings,UC Davis,0.365,107.038
2022,4571339,Brock Domann,Louisville,0.162,23.881
2022,4571364,Hajj-Malik Williams,Campbell,0.264,32.15
2022,4571366,Charlie Dean,Harvard,0.35,71.798
2022,4571684,Alex Rosso,Colgate,NA,0
2022,4571721,Pierce Holley,Georgetown,0.222,80.538
2022,4571819,Keegan Shoemaker,Sam Houston,0.07,11.609
2022,4572658,Keaton Heide,South Dakota State,-0.296,-0.592
2022,4572712,Zach Zebrowski,Southern Illinois,0.623,3.739
2022,4572934,Seth Morgan,VMI,0.076,11.468
2022,4573398,Max Brosmer,New Hampshire,0.487,94.896
2022,4573455,Darius Perrantes,Duquesne,0.419,11.729
2022,4573600,Zachary Clement,Northwestern State,0.19,66.744
2022,4573680,Nolan Grooms,Yale,0.418,64.744
2022,4573878,Jonathan Murphy,Kennesaw State,0.186,10.969
2022,4573913,Bret Bushka,Butler,0.375,98.631
2022,4573954,Alex Hawkom,Central Connecticut,NA,0
2022,4574024,Rob McCoy,Sacred Heart,0.339,11.877
2022,4574106,Matt O'Connor,Villanova,-0.51,-3.57
2022,4574356,Tyler Huff,Furman,0.27,67.071
2022,4574388,Marcus Riley,Bethune-Cookman,1.237,22.273
2022,4574422,Ryan VanSchelven,Dayton,NA,0
2022,4574423,Cole Dow,Dayton,NA,0
2022,4574457,Ian Corwin,Drake,0.254,27.385
2022,4574498,Grady Cramer,Morehead State,0.064,15.662
2022,4574790,Harold Blood,Southern,-0.751,-1.503
2022,4574809,Jalon Jones,Bethune-Cookman,0.305,37.2
2022,4575248,Chase Diehl,Duquesne,0.069,0.069
2022,4575668,Gavin Hardison,UTEP,0.21,65.543
2022,4575755,Garrett Hable,UL Monroe,0.417,3.333
2022,4575909,Roman Fuller,Tulsa,0.618,0.618
2022,4576064,Davius Richard,North Carolina Central,0.413,78.001
2022,4576127,Haden Carlson,Florida International,0.361,24.923
2022,4576152,Quincy Vaughn,North Dakota,-0.751,-6.007
2022,4576189,Aveon Smith,Miami (OH),0.154,32.431
2022,4577303,Cade Ballard,Army,0.331,14.565
2022,4577305,Jemel Jones,Army,-0.02,-0.754
2022,4577440,Grant Sergent,San Diego,2.04,6.121
2022,4577478,Tyler Riddell,East Tennessee State,0.144,32.232
2022,4577580,Gino English,Florida State,0.449,0.898
2022,4577841,Sagan Gronauer,Idaho State,0.016,0.545
2022,4577962,Camden Orth,Bowling Green,0.178,9.987
2022,4578236,Jared Lewis,Delaware State,0.153,6.281
2022,4578878,Trae Self,Stephen F. Austin,0.291,87.312
2022,4579073,Tommy Schuster,North Dakota,0.373,126.185
2022,4579549,Quinton Williams,Howard,0.345,43.098
2022,4580590,Zachary Larrier,Air Force,1.299,3.898
2022,4581658,Cade Brister,Lindenwood,0.4,72
2022,4590294,Brady Lichtenberg,Cincinnati,NA,0
2022,4592531,Ari Patu,Stanford,0.737,6.633
2022,4592532,Billy Edwards,Maryland,0.108,5.825
2022,4596472,Jalon Daniels,Kansas,0.579,132.579
2022,4597247,Austin Smith,Eastern Michigan,0.276,32.819
2022,4597499,Mikey Keene,UCF,0.429,38.188
2022,4597679,Luke Altmyer,Ole Miss,0.012,0.257
2022,4600403,Braylon Braxton,Tulsa,0.212,36.308
2022,4600603,Drew Carter,Colorado,-1.116,-6.697
2022,4602923,Jaylen Henderson,Fresno State,NA,0
2022,4602968,Nate Hampton,Liberty,-0.095,-0.853
2022,4605835,Jay Woolfolk,Virginia,0.015,0.044
2022,4605866,Darius Ocean,Western Kentucky,0.211,1.684
2022,4605998,Logan Fife,Fresno State,0.211,24.222
2022,4606194,Seth Henigan,Memphis,0.313,146.386
2022,4608823,Grady Robison,Southern Utah,0.016,0.082
2022,4609049,Carl Richardson,Northwestern,-0.032,-0.221
2022,4610131,Parker Navarro,Ohio,-0.509,-8.649
2022,4613155,Connor Cigelske,Georgia Southern,-0.273,-1.091
2022,4618083,Ethan Hampton,Northern Illinois,0.374,43.404
2022,4643625,Kai Millner,California,0.372,5.581
2022,4678010,Kyron Drones,Baylor,0.859,18.044
2022,4680017,Lucas Coley,Houston,-0.46,-1.381
2022,4682518,Nick Vattiato,Middle Tennessee,0.094,4.772
2022,4682565,Tyler Macon,Missouri,NA,0
2022,4682688,Kaiya Sheron,Kentucky,0.074,2.581
2022,4683012,Eddie Lee Marburger,UTSA,-0.221,-5.751
2022,4683058,Brendan Sullivan,Northwestern,0.216,22.002
2022,4683182,Nate Yarnell,Pittsburgh,0.981,16.683
2022,4683291,Joey Labas,Iowa,-0.07,-1.749
2022,4683311,Sam Vidlak,Boise State,0.038,0.423
2022,4683386,William Haskell,San Diego State,-0.422,-2.957
2022,4683423,Riley Leonard,Duke,0.304,119.603
2022,4683451,Cameron Friel,UNLV,0.226,11.286
2022,4683471,Brady Olson,Massachusetts,0.059,8.626
2022,4683501,Emmett Morehead,Boston College,0.254,51.869
2022,4683792,Evan Olaes,Indiana State,-0.274,-1.915
2022,4683983,Shawqui Itraish,Rice,-0.032,-1.25
2022,4684278,Jakolby Longino,Lamar,-0.09,-0.994
2022,4685039,Michael Pratt,Tulane,0.391,140.011
2022,4685040,Justin Ibieta,Tulane,0.461,8.752
2022,4685091,Jack Miller III,Florida,0.312,8.109
2022,4685186,Tyler Van Dyke,Miami,0.263,68.399
2022,4685201,Tanner McKee,Stanford,0.203,92.647
2022,4685252,Henry Belin IV,Duke,0.102,0.82
2022,4685291,Jacurri Brown,Miami,0.024,1.26
2022,4685334,A.J. Duffy,Florida State,0.068,0.476
2022,4685391,Walker Howard,LSU,-0.578,-2.889
2022,4685401,Josh Hoover,TCU,-0.699,-0.699
2022,4685404,Sam Horn,Missouri,-0.773,-1.546
2022,4685413,Cade Klubnik,Clemson,0.233,24.918
2022,4685459,Nicco Marchiol,West Virginia,0.214,2.788
2022,4685488,MJ Morris,NC State,0.407,37
2022,4685495,Alex Orji,Michigan,0.093,0.093
2022,4685521,Garret Rangel,Oklahoma State,0.152,18.133
2022,4685522,Ty Simpson,Alabama,0.432,2.16
2022,4685574,Conner Weigman,Texas A&M,0.182,24.924
2022,4685691,Brady Allen,Purdue,0.225,0.449
2022,4685693,Devin Kargman,Kent State,0.253,12.672
2022,4685697,Zion Turner,UConn,0.102,27.348
2022,4685698,Destin Wade,Kentucky,-0.649,-22.066
2022,4685720,Bryce Young,Alabama,0.435,173.192
2022,4685740,Max Johnson,Texas A&M,0.229,18.342
2022,4685975,Chance Lovertich,Mississippi State,-0.037,-0.259
2022,4686137,Parker McNeil,Louisiana Tech,0.407,90.454
2022,4686164,Tai Lavatai,Navy,0.242,23.22
2022,4686167,Xavier Arline,Navy,-0.005,-0.086
2022,4686519,Stone Frost,Middle Tennessee,-1.385,-1.385
2022,4686788,CJ Harris,Ohio,0.144,14.545
2022,4688380,Cameron Ward,Washington State,0.162,84.433
2022,4688443,Kahliq Paulette,Cal Poly,0.501,2.503
2022,4688540,Treyson Bourguet,Western Michigan,0.181,11.573
2022,4688717,Draylen Ellis,Tennessee State,0.314,53.421
2022,4688768,Desmond Young,Houston Christian,0.071,0.853
2022,4689114,Jaxson Dart,Ole Miss,0.339,124.588
2022,4689585,Trexler Ivey,Charlotte,0.169,2.871
2022,4689585,Trexler Ivey,Charlotte,0.169,2.871
2022,4689970,Mike Diliello,Austin Peay,0.257,68.317
2022,4689993,Jake Lange,Southern Miss,0.048,1.062
2022,4690158,Noah Kim,Michigan State,0.912,17.336
2022,4690977,Donovan Smith,Texas Tech,0.21,46.741
2022,4691119,Blake Short,Stephen F. Austin,1.544,3.088
2022,4691272,Stone Earle,North Texas,0.412,3.294
2022,4691745,Graeson Underwood,The Citadel,1.518,13.662
2022,4691966,Maddox Kopp,Colorado,0.066,1.847
2022,4692052,Carter Peevy,Mercer,0.311,1.865
2022,4692530,Chandler Morris,TCU,0.467,12.599
2022,4693331,Cam Miller,North Dakota State,0.369,75.348
2022,4693585,Nate Hayden,Presbyterian,0.296,41.092
2022,4693813,Ben Brittain,Air Force,2.839,5.678
2022,4693814,Haaziq Daniels,Air Force,0.426,38.335
2022,4693861,Myles Crawley,Alabama State,0.092,5.059
2022,4693885,Joe Owens Jr.,Alabama State,-0.26,-0.78
2022,4693900,Joey Carino,UAlbany,-0.311,-0.622
2022,4694023,Nate Lussier,Brown,3.589,3.589
2022,4694073,Nick Semptimphelter,Bucknell,0.066,1.926
2022,4694106,Brody Reder,Butler,-0.236,-0.944
2022,4694149,Walker Eget,San José State,0.374,0.374
2022,4694178,Isaiah Bess,Charleston Southern,0.126,7.587
2022,4694240,Harry Kirk,Colgate,-0.224,-1.118
2022,4694257,Joe Green,Columbia,0.175,9.107
2022,4694361,Bryce Corriston,Wofford,-0.323,-0.323
2022,4694389,Luke Duby,Cornell,0.522,5.222
2022,4694576,Kobe Tracy,Utah Tech,0.664,45.132
2022,4694666,Clay Bruno,Western Illinois,0.13,12.78
2022,4694856,Luke Bailey,Drake,0.466,12.123
2022,4694910,Evan Nelson,Duquesne,-0.246,-0.493
2022,4694939,Nathan Kent,Towson,-0.377,-5.656
2022,4695113,Otto Kuhns,Norfolk State,0.359,37.654
2022,4695116,Zach Weir,Eastern Illinois,-0.291,-6.403
2022,4695299,Drew Guttieri,Stony Brook,-0.433,-2.167
2022,4695398,Rudy Voss,South Dakota State,-0.513,-1.539
2022,4695400,Mark Gronowski,South Dakota State,0.41,118.594
2022,4695600,Bryson Barnes,Utah,0.365,21.527
2022,4695709,Devin Brown,Ohio State,NA,0
2022,4695777,Cole Stenstrom,South Dakota,-0.075,-0.151
2022,4695784,Carson Camp,South Dakota,0.05,7.673
2022,4695867,Grant Wilson,Fordham,1.112,4.448
2022,4695903,Marco Siderman,Tarleton State,1.99,3.979
2022,4695904,Matthew Sluka,Holy Cross,0.425,62.861
2022,4695914,Hunter Hays,Idaho State,0.25,24.781
2022,4695951,Trapper Pannell,Sam Houston,-0.481,-15.87
2022,4695989,Cade Chambers,Indiana State,0.505,16.655
2022,4696233,Jalen Dummett,Lamar,0.194,11.045
2022,4696371,Dante Perri,Lehigh,0.237,47.846
2022,4696561,Jacob Conover,BYU,-0.266,-0.266
2022,4696819,Eli Sawyer,SE Louisiana,0.523,49.655
2022,4696880,Walker Harris,North Carolina Central,0.781,3.906
2022,4697093,Jayden Stinson,Murray State,0.193,33.03
2022,4697094,DJ Williams,Murray State,0.267,5.333
2022,4697122,Gaston Moore,Tennessee,-0.304,-1.52
2022,4697131,Bronson Barron,Weber State,0.368,54.831
2022,4697512,Robby Ashford,Auburn,0.134,35.628
2022,4697623,Jayden de Laura,Arizona,0.415,177.732
2022,4697625,Victor Gabalis,Utah Tech,0.45,49.921
2022,4697641,Jake Barlage,Nevada,NA,0
2022,4698184,Xavier Williams,Charlotte,-0.055,-4.022
2022,4698184,Xavier Williams,Charlotte,-0.055,-4.022
2022,4698247,Mitchell Dixon,UC Davis,-0.479,-5.267
2022,4698250,Grant Harper,UC Davis,0.663,1.989
2022,4698302,CJ Jordan,Idaho,-0.358,-0.716
2022,4698651,Jeffrey Jackson,Valparaiso,-0.195,-4.281
2022,4698752,Leonard Kelly,Nicholls,0.487,23.856
2022,4700135,Cam Fancher,Marshall,0.056,11.974
2022,4701307,Henry Hesson,Miami (OH),2.368,4.736
2022,4708067,Kai Horton,Tulane,0.519,12.446
2022,4708478,Jensen Jones,Air Force,NA,0
2022,4709012,Jase Bauer,Central Michigan,0.19,10.855
2022,4709977,Brayden Schager,Hawai'i,0.173,64.164
2022,4710001,CJ Montes,New Mexico,-0.119,-6.558
2022,4714009,Myles Burkett,Wisconsin,0.857,5.141
2022,4714300,Holden Geriner,Auburn,0.038,0.153
2022,4714771,Drew Allar,Penn State,0.184,11.958
2022,4715350,Peter Zamora,Marshall,-0.291,-0.291
2022,4731981,Carlos Davis,Western Carolina,0.427,92.734
2022,4746127,Zach Pyron,Georgia Tech,0.05,2.637
2022,4749280,Xaiver Lankford,Alabama A&M,0.243,33.836
2022,4755664,Nick Evers,Oklahoma,-0.415,-0.415
2022,4768860,Jalani Eason,Mississippi Valley State,-0.147,-2.648
2022,4773919,Thomas Castellanos,UCF,0.017,0.314
2022,4775136,Owen McCown,Colorado,0.197,18.13
2022,4775196,Tommy Mellott,Montana State,0.343,52.519
2022,4775224,Xander Werner,Northern Arizona,1.583,7.916
2022,4775264,Tony Muskett,Monmouth,0.523,111.823
2022,4775291,Anthony Chiccitt,Robert Morris,-0.093,-7.042
2022,4795295,Katin Houser,Michigan State,-0.814,-1.629
2022,4799987,Ryan Burger,App State,-0.683,-4.096
2022,4801298,Liu Aumavae,San Diego State,-0.51,-3.572
2022,4801299,Rocco Becht,Iowa State,-0.804,-10.447
2022,4801302,Julian Calvez,Grambling,-0.139,-12.412
2022,4801305,Prometheus Franklin II,South Carolina State,-0.762,-6.857
2022,4801307,Tayven Jackson,Tennessee,0.214,1.068
2022,4801717,Noah Fifita,Arizona,-0.026,-0.444
2022,4806463,Bryce Archie,Coastal Carolina,0.073,0.292
2022,4808719,Zach Wilcke,Southern Miss,0.21,38.025
2022,4819240,Te'Sean Smoot,Jacksonville State,-0.509,-1.527
2022,4826635,Jaxon Dailey,Arkansas State,-0.24,-2.398
2022,4832918,Ethan Vasko,Kansas,-0.929,-5.573
2022,4833597,Brayden Fowler-Nicolosi,Colorado State,0.02,0.786
2022,4833635,Landy Lyddy,Louisiana Tech,0.232,29.289
2022,4836471,Jackson Stratton,Colorado State,-0.398,-2.389
2022,4837195,Luca Stanzani,Long Island University,0.506,25.831
2022,4838536,Tyler Hughes,William & Mary,3.941,7.881
2022,4838679,Ashton Daniels,Stanford,-0.023,-0.162
2022,4869321,AJ Padgett,Rice,0.263,21.806
2022,4869553,Bishop Davenport,Utah State,0.02,1.022
2022,4870513,Maddux Madsen,Boise State,0.149,0.598
2022,4870518,Zeon Chriss,Louisiana,0.699,9.791
2022,4873077,Brayten Silbor,Lehigh,0.625,11.876
2022,4874464,Ashton Cook,Iowa State,0.705,2.821
2022,4874519,Gunnar Gundy,Oklahoma State,0.159,6.194
2022,4875352,Cole Freeman,Northwestern,0.031,1.315
2022,4875854,Ben Harris,North Alabama,-0.282,-0.282
2022,4875866,Reese Poffenbarger,UAlbany,0.329,115.417
2022,4876066,Zevi Eckhaus,Bryant,0.405,97.229
2022,4876109,Jaden Jones,Cal Poly,0.316,28.425
2022,4876140,Kekoa Visperas,Eastern Washington,0.613,22.054
2022,4876199,Daniel Britt,Montana,0.406,15.028
2022,4876224,Sean Austin,Montana State,0.875,16.622
2022,4876244,RJ Martinez,Northern Arizona,0.347,127.167
2022,4876310,Dorian Hale,Sacramento State,NA,0
2022,4876330,Jackson Berry,Southern Utah,-0.076,-0.076
2022,4876376,Creyton Cooper,Weber State,NA,0
2022,4876423,Tommy Brown,Wagner,-0.749,-3.744
2022,4876434,Quincy Guy-Barnes,Wagner,-0.14,-5.198
2022,4876444,Max Monroe,Presbyterian,0.768,0.768
2022,4876457,Jake Willcox,Brown,0.259,21.774
2022,4876461,Will Jarvis,Brown,0.089,0.447
2022,4876573,Deymon Fleming,Charleston Southern,-0.009,-0.401
2022,4876610,Ethan Grady,Bucknell,0.365,19.322
2022,4876662,Michael Brescia,Colgate,-0.078,-5.769
2022,4876789,Luke Durkin,Davidson,0.72,16.562
2022,4876810,Blake Ellingson,Drake,-0.104,-0.104
2022,4876839,Frankie Savino,Monmouth,0.58,1.161
2022,4876865,Carter Cravens,Morehead State,-0.003,-0.37
2022,4877038,Orion Olivas,Houston Christian,0.749,7.488
2022,4877040,Ahmad Green,The Citadel,-0.842,-2.526
2022,4877211,Jace Wilson,Furman,0.27,22.415
2022,4877282,Tre Lawrence,Alcorn State,-0.239,-5.5
2022,4877296,CJ Ogbonna,Southeast Missouri State,-0.736,-3.678
2022,4877341,Tyrone Franklin Jr,Bethune-Cookman,-0.069,-0.967
2022,4877380,Quincy Crittendon,Samford,0.299,19.702
2022,4877388,Ja'Cory Jordan,Florida A&M,NA,0
2022,4877480,Lem Wash,Tennessee Tech,0.204,2.241
2022,4877561,Brody Palhegyi,Western Carolina,-0.235,-0.706
2022,4877579,Parish Metzger,Western Carolina,0.382,0.765
2022,4877583,Kyle Pinnix,Wofford,0.766,8.423
2022,4877717,Matthew Caldwell,Gardner-Webb,0.321,16.694
2022,4877782,Ah-Shaun Davis,Lafayette,0.009,0.833
2022,4877811,Billy Atkins,James Madison,-0.021,-0.966
2022,4877890,Kyle Wickersham,Richmond,1.187,3.56
2022,4878118,Daron Bryden,Stony Brook,0.201,32.503
2022,4878134,Scott Smith III,Towson,-0.309,-2.778
2022,4878151,Darius Wilson,William & Mary,0.547,113.795
2022,4878197,Jameson Wang,Cornell,0.421,27.805
2022,4878223,Jackson Proctor,Dartmouth,0.201,2.206
2022,4878238,Charles DePrima,Harvard,-0.166,-0.497
2022,4878255,Aidan Sayin,Pennsylvania,0.271,56.334
2022,4878284,Tommy Rittenhouse,Illinois State,-0.029,-1.032
2022,4878681,Davis Warren,Michigan,0.472,4.244
2022,4878770,Corbin LaFrance,Robert Morris,-0.539,-0.539
2022,4878822,Jaylon Tolbert,Howard,0.641,11.541
2022,4878833,Aiden Dunne,Northern Iowa,-1.334,-2.667
2022,4878951,Brandon Alexander,Youngstown State,0.437,4.807
2022,4878988,Gavin McCusker,Merrimack,0.76,15.195
2022,4879058,Joe Pesansky,Holy Cross,-0.38,-2.28
2022,4879079,Brock Bagozzi,Marist,0.277,55.137
2022,4879088,DJ Arroyo,Marist,-0.136,-0.136
2022,4879091,Logan Brabham,Marist,0.72,0.72
2022,4879147,Michael Appel Jr.,Valparaiso,0.165,33.715
2022,4879167,Mason Kaplan,Valparaiso,0.396,32.074
2022,4879225,Simon Romfo,North Dakota,0.303,0.303
2022,4879250,Cole Payton,North Dakota State,0.197,1.771
2022,4879454,Daelyn Williams,Lamar,-0.324,-0.324
2022,4879928,Bryson Daily,Army,-0.508,-1.015
2022,4880195,Colt Fulton,Boise State,NA,0
2022,4880252,Giles Pooler,Colorado State,-0.22,-7.496
2022,4880272,Byrum Brown,South Florida,0.316,17.075
2022,4882086,Zachary Yeager,North Carolina A&T,0.036,2.089
2022,4882088,Alston Hooker,North Carolina A&T,-0.666,-2.664
2022,4883169,Lucas Maue,Murray State,-0.17,-5.607
2022,4883675,Ryan Roberts,McNeese,-1.093,-1.093
2022,4883916,Cade Sexauer,St. Thomas (MN),0.538,89.891
2022,4884086,Jalen Macon,Arkansas-Pine Bluff,0.101,2.527
2022,4884392,Christopher Zellous,Hampton,0.45,11.246
2022,4885435,Cole Dugger,Lindenwood,1.233,18.5
2022,4885620,Lendon Redwine,UVA Wise,0.198,7.706
2022,4887151,Andrew Body,Texas Southern,0.281,60.792
2022,4887223,Chandler Rogers,UL Monroe,0.213,32.821
2022,4887446,Gevani McCoy,Idaho,0.463,90.245
2022,4887635,Brady Meitz,Stetson,0.619,82.91
2022,4887689,Duce Taylor,Morgan State,-0.304,-29.229
2022,4889929,Quinn Ewers,Texas,0.308,93.401
2022,4890365,Tyler Szalkowski,UAlbany,0.924,3.694
2022,4893657,Gavin Wimsatt,Rutgers,0.074,10.557
2022,4893716,Niko Vangarelli,Princeton,-2.944,-2.944
2022,4895117,Jiya Wright,UL Monroe,NA,0
2022,4895835,Malcolm Brown,Morgan State,0.794,0.794
2022,4896184,C.J. Henry,Delaware State,0.511,16.866
2022,4899046,Brendan Sorsby,Indiana,-0.472,-3.78
2022,4900273,Nick Davenport,Western Illinois,0.512,20.994
2022,4911929,Alonza Barnett,James Madison,NA,0
2022,4911961,Jack Lausch,Northwestern,0.823,6.587
2022,4912062,Kyle Crum,San Diego State,-0.513,-8.718
2022,4914368,Gavin Frakes,New Mexico State,0.241,25.253
2022,4915980,John Mateer,Washington State,1.413,2.826
2022,4916436,E.J. Warner,Temple,0.372,162.233
2022,4916888,Bert Emanuel Jr.,Central Michigan,-0.747,-5.98
2022,4917305,Cam'Ron McCoy,Eastern Michigan,NA,0
2022,4917421,Nevan Cremascoli,Northern Illinois,0.202,19.576
2022,5081405,AJ Swann,Vanderbilt,0.214,41.942
2022,5083145,Bo Kelly,Cal Poly,0.027,0.52
2022,5083391,Kennique Bonner-Steward,Rhode Island,NA,0
2022,5083596,Nick Yockey,Lamar,0.06,4.823
2022,5083725,Kevin Conway,Eastern Illinois,-0.523,-2.091
2022,5083757,Paxton DeLaurent,Southeast Missouri State,0.376,110.468
2022,5083758,Patrick Heitert,Southeast Missouri State,0.123,4.541
2022,5083802,Alex Brown,Bucknell,NA,0
2022,5083846,Ryan Schuster,Lafayette,-0.223,-21.662
2022,5083905,Michael Hiers,Samford,0.33,54.371
2022,5083938,Wyatt Hagan,VMI,-0.162,-0.162
2022,5083941,Collin Shannon,VMI,0.024,0.602
2022,5084084,Kevin Jennings,SMU,0.832,19.135
2022,5084180,Diego Pavia,New Mexico State,0.373,69.752
2022,5084304,Chancellor Edwards,Arkansas-Pine Bluff,-0.159,-3.966
2022,5084348,Colin Parachek,Morehead State,0.098,4.875
2022,5084404,Liam O'Brien,Pennsylvania,0.821,4.104
2022,5084435,Besean McCray,Southern,-0.005,-0.542
2022,5084706,Jake Sanders,Idaho State,NA,0
2022,5084802,AJ Wilson,Houston Christian,-0.536,-3.215
2022,5084806,Scott Pfeiffer,Houston Christian,-0.267,-0.534
2022,5085134,Cannon Turner,Air Force,NA,0
2022,5085258,Aaron McLaughlin,Jacksonville State,0.108,2.492
2022,5085714,Jordan Pachot,Missouri State,-0.884,-1.768
2022,5085788,Enzo Arjona,Monmouth,0.09,6.963
2022,5085848,Carson Jones,Furman,-0.532,-0.532
2022,5085941,Zach Osborne,Colgate,NA,0
2022,5086102,Cameron Hergott,Eastern Kentucky,NA,0
2022,5086865,Tony Bartalo,Charleston Southern,0.14,15.859
2022,5086920,Eli Brickhandler,North Carolina A&T,0.502,4.519
2022,5086970,Ryan O'Connor,Delaware,0.766,3.832
2022,5086984,Shane Hamm,Dayton,0.233,21.928
2022,5086995,Dante Casciola,Dayton,0.135,10.151
2022,5087130,Jordan Heisey,Duquesne,NA,0
2022,5087297,Ja'Shawn Scroggins,Howard,0.891,3.564
2022,5087714,Charlie McKee,Stony Brook,0.522,46.484
2022,5088096,Ty Englehart,Presbyterian,-0.081,-2.193
2022,5088103,Tyler Wesley,Presbyterian,0.42,24.76
2022,5088158,Matt Arvanitis,Stonehill,-2.757,-2.757
2022,5088166,Ashur Carraha,Stonehill,0.676,14.862
